id_bgg,nombre
93260,Summoner Wars: Master Set
318084,Furnace
285192,Destinies
48726,Alien Frontiers
408180,Shackleton Base: A Journey to the Moon
59294,Runewars
246192,Gizmos
203420,EXIT: The Game – The Abandoned Cabin
397385,Pirates of Maracaibo
21241,Neuroshima Hex
304420,Bonfire
25292,Merchants & Marauders
172081,Burgle Bros.
345584,Mindbug: First Contact
247367,"Air, Land, & Sea"
274638,Unmatched: Robin Hood vs. Bigfoot
219513,Bärenpark
368173,Let's Go! To Japan
172818,Above and Below
39856,Dixit
193037,Dead of Winter: The Long Night
77130,Sid Meier's Civilization: The Board Game
176920,Mission: Red Planet (Second/Third Edition)
128271,Ginkgopolis
297030,Tekhenu: Obelisk of the Sun
40354,Maria
372,Schotten Totten
140934,Arboretum
351040,Ready Set Bet
59959,Letters from Whitechapel
155987,Abyss
70919,Takenoko
454103,Magical Athlete
334986,Daybreak
45315,Dungeon Lords
13122,Antiquity
436126,Finspan
8217,San Juan
246684,Smartphone Inc.
199042,Harry Potter: Hogwarts Battle
181304,Mysterium
245934,Carpe Diem
90137,Blood Bowl: Team Manager – The Card Game
357563,Akropolis
334590,For Northwood! A Solo Trick-Taking Game
319910,Pagan: Fate of Roanoke
303057,Pan Am
318182,Imperium: Legends
146439,BattleLore: Second Edition
195539,The Godfather: Corleone's Empire
119890,Agricola: All Creatures Big and Small
315767,Cartographers Heroes
552,Bus
37046,Ghost Stories
41114,The Resistance
171,Chess
269210,Twice as Clever!
25554,Notre Dame
24480,The Pillars of the Earth
342900,Earthborne Rangers
284742,Honey Buzz
290484,Unsettled
244711,Newton
386368,Ezra and Nehemiah
260428,Fall of Rome
385610,Kutná Hora: The City of Silver
177478,IKI
163745,Star Wars: Armada
365258,World Wonders
206480,Imperial Struggle
335764,"Unmatched: Battle of Legends, Volume Two"
234487,Altiplano
367498,Horizons of Spirit Island
15987,Arkham Horror
250458,Gùgōng
39683,At the Gates of Loyang
322708,Descent: Legends of the Dark
9217,Saint Petersburg
368305,Life of the Amazonia
318243,Hitster
352515,Trio
192458,51st State: Master Set
367041,Scholars of the South Tigris
234,Hannibal: Rome vs. Carthage
222509,Lords of Hellas
92415,Skull
343905,Boonlake
70323,King of Tokyo
194594,Dice Forge
379629,Knarr
236191,London (Second Edition)
286751,Zombicide: 2nd Edition
381297,Unmatched Adventures: Tales to Amaze
101721,Mage Wars Arena
315610,Massive Darkness 2: Hellscape
316412,The LOOP
258210,Blitzkrieg!: World War Two in 20 Minutes
198773,Codenames: Pictures
128671,Spartacus: A Game of Blood and Treachery
31594,In the Year of the Dragon
256226,Azul: Stained Glass of Sintra
298069,Cubitos
215311,Downforce
21348,Ticket to Ride: Märklin
328565,Caper: Europe
420087,Flip 7
356033,Libertalia: Winds of Galecrest
33160,Endeavor
34219,Biblios
292375,The Great Wall
293141,King of Tokyo: Dark Edition
138161,Firefly: The Game
166669,San Juan (Second Edition)
1,Die Macher
265736,Tiny Towns
150,PitchCar
151347,Millennium Blades
144592,Bruxelles 1893
325635,Unmatched: Little Red Riding Hood vs. Beowulf
220,High Society
355093,Woodcraft
262543,Wavelength
503,Through the Desert
71,Civilization
338834,MicroMacro: Crime City – Full House
156858,Black Orchestra
182134,Evolution: Climate
404431,Men-Nefer
66188,Fresco
229220,Santa Maria
100901,Flash Point: Fire Rescue
186751,Mythic Battles: Pantheon
17392,Here I Stand
170771,Sword & Sorcery: Immortal Souls
353288,Trekking Through History
11,Bohnanza
27162,Kingsburg
251658,Sprawlopolis
154809,Nippon
54625,Space Hulk (Third Edition)
18833,The Lord of the Rings: The Confrontation
55670,Macao
192153,Reign of Cthulhu
62222,Commands & Colors: Napoleonics
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures
12942,No Thanks!
158899,Colt Express
144189,Fire in the Lake
161614,Stockpile
124708,Mice and Mystics
307002,Regicide
359438,Skymines
422732,Agent Avenue
425549,Moon Colony Bloodbath
383607,Barcelona
295564,Unmatched Game System
216600,Fantastic Factories
40765,Clash of Cultures
205398,Citadels
264241,Mandala
11170,Heroscape Master Set: Rise of the Valkyrie
63628,The Manhattan Project
290359,Undaunted: North Africa
96913,Lancaster
269144,Hadara
175095,Dawn of the Zeds (Third Edition)
371330,Luthier
121,Dune
256952,Zombie Kidz Evolution
36932,Claustrophobia
283393,Aquatica
353545,Next Station: London
215341,Thunderstone Quest
293296,Splendor: Marvel
66362,Glen More
243,Advanced Squad Leader
176396,Quadropolis
239942,Black Rose Wars
242705,Aeon Trespass: Odyssey
478,Citadels
79828,A Few Acres of Snow
169427,Middara: Unintentional Malum – Act 1
43570,Friday
194607,Mystic Vale
15062,Shadows over Camelot
424219,Zenith
180974,Potion Explosion
256730,Pipeline
290236,Canvas
98778,Hanabi
20437,Lords of Vegas
406652,Compile: Main 1
270844,Imperial Settlers: Empires of the North
274960,Point Salad
5404,Amun-Re
371433,Terrorscape
226522,EXIT: The Game – Dead Man on the Orient Express
136063,Forbidden Desert
21790,Thurn and Taxis
233312,Stuffed Fables
137408,Amerigo
162082,Deus
340466,Unfathomable
6249,Alhambra
157969,Sheriff of Nottingham
25417,BattleLore
193042,Junk Art
150658,Pandemic: The Cure
83330,Mansions of Madness
348450,Lacrimosa
13,Catan
266830,QE
240196,Betrayal Legacy
336794,Galaxy Trucker (Second Edition)
191862,Imhotep
117959,Las Vegas
17226,Descent: Journeys in the Dark
318009,Dinosaur Island: Rawr 'n Write
284435,Nova Luna
105134,Risk Legacy
712,Blood Bowl (Third Edition)
387866,Star Wars: Unlimited
156009,Port Royal
415776,Kingdom Legacy: Feudal Kingdom
245654,Railroad Ink: Deep Blue Edition
142379,Escape Plan
84419,Space Empires 4X
232414,Oceans
9674,Ingenious
197376,Charterstone
144797,Argent: The Consortium
218074,Detective: City of Angels
434367,Nippon: Zaibatsu
177639,Raptor
153938,Camel Up
28023,Jamaica
440540,Take Time
31999,TZAAR
97786,Small World Underground
91312,Discworld: Ankh-Morpork
18,RoboRally
62227,"Labyrinth: The War on Terror, 2001 – ?"
252328,Star Wars: X-Wing (Second Edition)
31730,Wabash Cannonball
380619,Cyclades: Legendary Edition
196326,Love Letter: Premium Edition
341945,La Granja: Deluxe Master Set
17405,1846: The Race for the Midwest
170624,Crusaders: Thy Will Be Done
245961,Fleet: The Dice Game
133473,Sushi Go!
146791,Shadows of Brimstone: City of the Ancients
128996,1775: Rebellion
296237,Warp's Edge
280794,Etherfields
181530,Runebound (Third Edition)
262215,Blackout: Hong Kong
307305,Bullet♥︎
171668,The Grizzled
424981,Eternal Decks
125618,Libertalia
170561,Valeria: Card Kingdoms
183251,Karuba
172308,Broom Service
346965,Azul: Queen's Garden
284777,Unmatched: Jurassic Park – InGen vs Raptors
97842,Last Will
432,Take 5
119506,Freedom: The Underground Railroad
163968,Elysium
2346,DVONN
264055,Draftosaurus
127398,Legends of Andor
90419,Airlines Europe
147949,One Night Ultimate Werewolf
248490,Atlantis Rising (Second Edition)
221965,The Fox in the Forest
206941,First Class: All Aboard the Orient Express!
27173,Vikings
362944,War of the Ring: The Card Game
15985,Blood Bowl: Living Rulebook
102652,Sentinels of the Multiverse
256999,Project: ELITE
346501,Mille Fiori
133848,Euphoria: Build a Better Dystopia
4390,Carcassonne: Hunters and Gatherers
65781,London
22827,StarCraft: The Board Game
475,Taj Mahal
328866,My Father's Work
15363,Nexus Ops
304051,Creature Comforts
213460,Unlock!: Escape Adventures
265402,In the Hall of the Mountain King
105551,Archipelago
34119,Tales of the Arabian Nights
699,HeroQuest
151022,Baseball Highlights: 2045
347703,First Rat
95527,Madeira
281655,High Frontier 4 All
345868,Federation
354570,Undaunted: Stalingrad
216734,Dice Throne: Season One
232043,Queendomino
27746,Colosseum
237179,Weather Machine
131357,Coup
42215,Tobago
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set
46,Medici
36553,Time's Up! Title Recall!
130960,Triumph & Tragedy: European Balance of Power 1936-1945
355483,Wandering Towers
193949,Star Trek: Ascendancy
363247,Azul: Master Chocolatier
266121,Unlock!: Heroic Adventures
269511,Cooper Island
42052,Vinhos
23540,Shikoku 1889
337765,Brian Boru: High King of Ireland
244115,Shards of Infinity
5782,Coloretto
369880,Beer & Bread
128780,Pax Porfiriana
159508,AquaSphere
291845,Three Sisters
58421,Egizia
403441,Windmill Valley
286063,The 7th Citadel
298383,Golem
111799,Cuba Libre
875,Roads & Boats
298231,Skyrise
399941,River of Gold
370913,Star Wars: The Clone Wars
329551,Mosaic: A Story of Civilization
190082,Whitehall Mystery
192836,The Colonists
357873,The Old King's Crown
444481,Star Wars: Battle of Hoth
244114,Yellow & Yangtze
141572,Paperback
39351,Automobile
153016,Telestrations: 12 Player Party Pack
2398,Cribbage
270673,Silver & Gold
9625,Struggle of Empires
224710,Zombicide: Green Horde
140603,Francis Drake
334065,Verdant
30869,Thebes
135779,A Fake Artist Goes to New York
123123,BattleCON: Devastation of Indines
113924,Zombicide
328479,Living Forest
273330,Bloodborne: The Board Game
347305,Inventions: Evolution of Ideas
41,Can't Stop
368061,Zoo Vadis
13004,The Downfall of Pompeii
6472,A Game of Thrones
262941,Dominant Species: Marine
39938,Carson City
160010,Conan
10547,Betrayal at House on the Hill
306040,Merv: The Heart of the Silk Road
37904,Formula D
143519,Quantum
135219,The Battle of Five Armies
258036,Between Two Castles of Mad King Ludwig
42776,Gears of War: The Board Game
180593,The Bloody Inn
155703,Evolution
204472,Sub Terra
107529,Kingdom Builder
434906,Tag Team
422541,Star Trek: Captain's Chair
361545,Twilight Inscription
171499,Cacao
1353,Time's Up!
270239,Moonrakers
326494,The Adventures of Robin Hood
24508,Taluva
233247,Civilization: A New Dawn
209778,Magic Maze
100423,Elder Sign
316624,Stationfall
174785,Mare Nostrum: Empires
3685,Hammer of the Scots
300905,Top Ten
306881,Railroad Ink Challenge: Lush Green Edition
283864,Trails of Tucana
300300,Chronicles of Crime: 1400
169255,A Game of Thrones: The Card Game (Second Edition)
3201,Lord of the Rings: The Confrontation
21763,Mr. Jack
214880,Chicago 1875: City of the Big Shoulders
205359,Star Wars: Destiny
266164,Babylonia
163839,Feudum
271518,Disney Villainous: Wicked to the Core
163166,One Night Ultimate Werewolf: Daybreak
346703,7 Wonders: Architects
338957,Caesar!: Seize Rome in 20 Minutes!
218603,Photosynthesis
202670,Ticket to Ride: Rails & Sails
296912,Fort
212445,Blood Bowl (2016 Edition)
69789,Ascension: Deckbuilding Game
121408,Trains
29603,D-Day at Omaha Beach
132018,Churchill
279613,Unlock!: Timeless Adventures
2955,Mexica
441696,Sanctuary
193558,The Oracle of Delphi
373600,Cthulhu: Death May Die – Fear of the Unknown
249381,The Estates
113294,Escape: The Curse of the Temple
254708,Roll Player Adventures
283863,The Magnificent
242639,Treasure Island
267609,Guards of Atlantis II
220517,The Shipwreck Arcana
358737,Leviathan Wilds
1513,The Republic of Rome
447243,Duel for Cardia
358320,Sleeping Gods: Distant Skies
88,Torres
148729,Maquis
231581,AuZtralia
367518,Imperium: Horizons
180511,Shakespeare
301255,Whistle Mountain
394106,Everdell Farshore
318560,Witchstone
284760,Disney Villainous: Evil Comes Prepared
183840,Oh My Goods!
363307,Evergreen
123540,Tokaido
303731,Primal: The Awakening
331787,Tiny Epic Dungeons
71721,Space Hulk: Death Angel – The Card Game
241590,Smart10
198953,Pax Renaissance
167400,Ashes Reborn: Rise of the Phoenixborn
58281,Summoner Wars
30380,Cuba
1465,Wizard
7717,Carcassonne: The Castle
119432,Snowdonia
156336,Onirim (Second Edition)
244608,Menara
299169,Spicy
20100,Wits & Wagers
50750,Belfort
168584,Love Letter: Batman
45,Perudo
213893,Yamataï
238799,Messina 1347
280480,Crystal Palace
257501,KeyForge: Call of the Archons
154825,Arkwright
183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set
70512,Luna
351817,Marvel Zombies: A Zombicide Game
146278,Tash-Kalar: Arena of Legends
126792,Myrmes
270970,Century: A New World
483,Diplomacy
203416,EXIT: The Game – The Pharaoh's Tomb
143741,BANG! The Dice Game
316546,Clever Cubed
407297,River Valley Glassworks
165401,Wir sind das Volk!
456440,Cozy Stickerville
281442,Trismegistus: The Ultimate Formula
256788,Detective Club
299684,Khôra: Rise of an Empire
393325,Captain Flip
20963,Fury of Dracula (Second Edition)
223770,Startups
352418,Fliptown
393429,Critter Kitchen
372559,Spots
232219,Dragon Castle
121288,Dixit: Journey
255692,New Frontiers
393672,Gloomhaven: Buttons & Bugs
15512,Diamant
143515,Coal Baron
420498,Unstoppable
158435,Dogs of War
342444,Black Rose Wars: Rebirth
2453,Blokus
385331,Creature Caravan
73761,K2
134726,Smash Up: Awesome Level 9000
168435,Between Two Cities
382843,Evacuation
40628,Finca
11825,Empire of the Sun: The Pacific War 1941-1945
242574,Century: Eastern Wonders
16747,Tumblin' Dice
314503,Codex Naturalis
72321,The Networks: Primetime
253499,A War of Whispers
244331,Blue Lagoon
226320,My Little Scythe
264052,Circadians: First Light
21882,Blue Moon City
241724,Villagers
51,Ricochet Robots
162007,Steampunk Rally
313889,Hoplomachus: Victorum
244228,Reef
65532,Defenders of the Realm
218333,Rhino Hero: Super Battle
276498,Paris: La Cité de la Lumière
387780,Rats of Wistar
87890,Prêt-à-Porter
155624,Specter Ops
8125,Santiago
173064,Leaving Earth
181521,Warhammer Quest: The Adventure Card Game
300877,New York Zoo
15364,Vegas Showdown
169654,Deep Sea Adventure
332290,Stardew Valley: The Board Game
22345,Yspahan
214029,SpaceCorp: 2025-2300AD
150997,Shadows of Brimstone: Swamps of Death
160495,ZhanGuo
68425,Eminent Domain
214887,CO₂: Second Chance
9823,Advanced Squad Leader: Starter Kit #1
73171,Earth Reborn
181687,The Pursuit of Happiness
393333,Galileo Galilei
198740,Lovecraft Letter
338760,Imperial Steam
220520,Caverna: Cave vs Cave
204516,878 Vikings: Invasions of England
256382,Disney Villainous: The Worst Takes it All
251678,Railroad Ink: Blazing Red Edition
271319,Las Vegas Royale
200147,Kanagawa
231218,Black Sonata
359970,Challengers!
239472,Abomination: The Heir of Frankenstein
422674,Saltfjord
218121,Dice Hospital
47185,Warhammer: Invasion
116998,Thunderstone Advance: Towers of Ruin
294612,Unlock!: Epic Adventures
256570,Crown of Emara
31563,Middle-Earth Quest
201825,Ex Libris
161417,Red7
254386,Raccoon Tycoon
299047,Disney Villainous: Perfectly Wretched
198830,"Heroes of Land, Air & Sea"
3307,Wallenstein
354544,Unmatched: Houdini vs. The Genie
249277,Brazil: Imperial
377470,Sail
402676,Cities
285984,Last Bastion
234477,Battle for Rokugan
194879,Not Alone
156943,Saint Petersburg (Second Edition)
387378,MLEM: Space Agency
277700,Merchants Cove
179172,Unfair
281549,Beast
175117,Celestia
203417,EXIT: The Game – The Secret Lab
55600,Shipyard
43528,World Without End
171273,FUSE
131260,Qwixx
272739,Clinic: Deluxe Edition
329845,Stella: Dixit Universe
162286,Super Motherload
131287,Panamax
2163,Space Hulk
217780,Gentes
170416,Vast: The Crystal Caverns
56692,Parade
160499,King of New York
